chr	source	start	end	strand	gene_id	gene_name	gene_type	gene_status	level	num.dup	num.lap
chr10	ENSEMBL	90880040	90880179	-	ENSG00000222305.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr10	ENSEMBL	92076242	92076365	+	ENSG00000252993.1	SNORA25	snoRNA	NOVEL	3	20	1
chr10	ENSEMBL	92272147	92272250	-	ENSG00000199881.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr10	ENSEMBL	92710499	92710608	-	ENSG00000201412.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr10	ENSEMBL	97297290	97297557	+	ENSG00000277308.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr10	ENSEMBL	97421195	97421307	-	ENSG00000200737.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr10	ENSEMBL	98076361	98076421	-	ENSG00000278752.1	KCNQ1DN	misc_RNA	NOVEL	3	3	2
chr10	ENSEMBL	99502665	99502707	+	ENSG00000281581.1	U7	snRNA	NOVEL	3	16	1
chr10	ENSEMBL	100237156	100237302	-	ENSG00000212464.1	SNORA12	snoRNA	KNOWN	3	3	1
chr10	ENSEMBL	100398352	100398446	-	ENSG00000212325.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr10	ENSEMBL	100666695	100667009	-	ENSG00000274660.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr10	ENSEMBL	100907174	100907280	-	ENSG00000222072.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr10	ENSEMBL	101912998	101913279	-	ENSG00000274742.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr10	ENSEMBL	101952605	101952704	-	ENSG00000222430.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr10	ENSEMBL	103027336	103027498	+	ENSG00000278498.1	uc_338	misc_RNA	NOVEL	3	36	1
chr10	ENSEMBL	103673158	103673265	+	ENSG00000222503.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr10	ENSEMBL	109869858	109869992	+	ENSG00000272160.1	U4	snRNA	NOVEL	3	8	1
chr10	ENSEMBL	110642678	110642785	-	ENSG00000223302.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr10	ENSEMBL	113820459	113820590	+	ENSG00000212589.1	SNORA17	snoRNA	NOVEL	3	7	2
chr10	ENSEMBL	119060011	119060138	-	ENSG00000207468.1	SNORA19	snoRNA	KNOWN	3	4	1
chr10	ENSEMBL	119060983	119061111	-	ENSG00000222588.1	SNORA19	snoRNA	NOVEL	3	4	1
chr10	ENSEMBL	121846600	121846700	+	ENSG00000201884.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr10	ENSEMBL	121949412	121949487	-	ENSG00000273767.1	ZNRD1-AS1_2	misc_RNA	NOVEL	3	2	1
chr10	ENSEMBL	124766196	124766297	+	ENSG00000199466.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr10	ENSEMBL	124814958	124815062	-	ENSG00000207494.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr10	ENSEMBL	125173745	125173986	+	ENSG00000281698.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr10	ENSEMBL	125869295	125869576	+	ENSG00000277371.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr10	ENSEMBL	126779702	126779774	-	ENSG00000199321.1	SNORD60	snoRNA	NOVEL	3	3	1
chr10	ENSEMBL	130505106	130505201	+	ENSG00000222997.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	1997713	1997828	+	ENSG00000280586.1	H19_3	misc_RNA	NOVEL	3	2	1
chr11	ENSEMBL	2372638	2372750	+	ENSG00000199550.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	HAVANA	2870033	2872105	+	ENSG00000237941.2	KCNQ1DN	antisense	KNOWN	2	3	2
chr11	ENSEMBL	2871437	2871498	+	ENSG00000274740.1	KCNQ1DN	misc_RNA	NOVEL	3	3	2
chr11	ENSEMBL	3210285	3210551	+	ENSG00000280914.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr11	ENSEMBL	3663815	3663911	-	ENSG00000201279.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	3665164	3665259	-	ENSG00000200201.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	3922567	3922703	+	ENSG00000206976.1	SNORA7	snoRNA	NOVEL	3	5	1
chr11	HAVANA	4367263	4368386	-	ENSG00000221996.4	OR52B4	polymorphic_pseudogene	KNOWN	2	2	2
chr11	ENSEMBL	4367351	4368295	-	ENSG00000280253.1	OR52B4	protein_coding	KNOWN	3	2	2
chr11	ENSEMBL	4756645	4756797	+	ENSG00000201980.1	SNORA62	snoRNA	NOVEL	3	7	1
chr11	HAVANA	4768979	4769938	-	ENSG00000280021.1	OR51F1	polymorphic_pseudogene	KNOWN	2	2	2
chr11	ENSEMBL	4768979	4769917	-	ENSG00000188069.4	OR51F1	protein_coding	KNOWN	3	2	2
chr11	ENSEMBL	4803433	4804380	-	ENSG00000176937.9	OR52R1	protein_coding	KNOWN	3	2	2
chr11	HAVANA	4803433	4804380	-	ENSG00000279270.1	OR52R1	polymorphic_pseudogene	KNOWN	2	2	2
chr11	HAVANA	4923301	4924407	-	ENSG00000278870.1	OR51G1	polymorphic_pseudogene	KNOWN	2	2	2
chr11	ENSEMBL	4923374	4924339	-	ENSG00000176879.3	OR51G1	protein_coding	KNOWN	3	2	2
chr11	ENSEMBL	5069572	5070461	+	ENSG00000236621.3	OR52E1	pseudogene	KNOWN	3	2	2
chr11	HAVANA	5069572	5070497	+	ENSG00000273085.1	OR52E1	polymorphic_pseudogene	KNOWN	2	2	2
chr11	HAVANA	5323311	5324352	-	ENSG00000279012.1	OR51B2	polymorphic_pseudogene	KNOWN	2	2	2
chr11	ENSEMBL	5323359	5324297	-	ENSG00000184881.3	OR51B2	protein_coding	KNOWN	3	2	2
chr11	HAVANA	6481447	6484679	+	ENSG00000132286.10	TIMM10B	protein_coding	KNOWN	2	2	2
chr11	HAVANA	6481485	6508978	+	ENSG00000265264.4	TIMM10B	protein_coding	KNOWN	2	2	2
chr11	HAVANA	6785017	6786014	+	ENSG00000279486.2	OR2AG1	polymorphic_pseudogene	KNOWN	2	2	2
chr11	ENSEMBL	6785038	6785988	+	ENSG00000170803.5	OR2AG1	protein_coding	KNOWN	3	2	2
chr11	HAVANA	7927633	7928662	-	ENSG00000279000.1	OR10A6	polymorphic_pseudogene	KNOWN	2	2	2
chr11	ENSEMBL	7927718	7928662	-	ENSG00000175393.3	OR10A6	protein_coding	KNOWN	3	2	2
chr11	ENSEMBL	8555016	8555146	+	ENSG00000252778.1	SCARNA20	scaRNA	NOVEL	3	7	1
chr11	ENSEMBL	8877417	8877518	-	ENSG00000202276.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	8943380	8943467	-	ENSG00000223080.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	9279532	9279816	-	ENSG00000273725.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr11	ENSEMBL	9578028	9578131	+	ENSG00000238387.1	snoU13	snoRNA	NOVEL	3	34	1
chr11	ENSEMBL	10725903	10726004	+	ENSG00000206858.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	12904817	12904988	-	ENSG00000252329.1	SCARNA16	scaRNA	NOVEL	3	6	1
chr11	ENSEMBL	13686550	13686658	-	ENSG00000200685.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	HAVANA	14493783	14520344	-	ENSG00000256206.2	PSMA1	protein_coding	NOVEL	2	2	2
chr11	HAVANA	14504874	14643635	-	ENSG00000129084.16	PSMA1	protein_coding	KNOWN	1	2	2
chr11	ENSEMBL	15481808	15481893	-	ENSG00000253072.1	snoMBII-202	snoRNA	NOVEL	3	2	1
chr11	ENSEMBL	18538885	18539189	+	ENSG00000274589.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr11	ENSEMBL	19591156	19591291	-	ENSG00000207407.1	SNORA1	snoRNA	NOVEL	3	5	1
chr11	ENSEMBL	24455911	24456010	+	ENSG00000207252.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	32081764	32081973	+	ENSG00000212551.2	U3	snoRNA	NOVEL	3	56	1
chr11	ENSEMBL	33004250	33004345	-	ENSG00000200615.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	33171381	33171490	-	ENSG00000206808.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	33196547	33196637	-	ENSG00000200485.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	34189174	34189275	+	ENSG00000201867.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	37702125	37702220	-	ENSG00000251838.1	SNORA31	snoRNA	NOVEL	3	27	1
chr11	ENSEMBL	40351564	40351672	+	ENSG00000206806.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	43331261	43331356	+	ENSG00000252652.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	46244159	46244273	+	ENSG00000281554.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	46758766	46758873	-	ENSG00000252427.1	SNORD67	snoRNA	NOVEL	3	2	1
chr11	ENSEMBL	46762389	46762499	-	ENSG00000212135.1	SNORD67	snoRNA	KNOWN	3	2	1
chr11	ENSEMBL	47614898	47614994	-	ENSG00000280615.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	47726894	47726992	-	ENSG00000200090.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	47820200	47820289	-	ENSG00000252874.2	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	HAVANA	48245056	48246080	+	ENSG00000172208.5	OR4X2	polymorphic_pseudogene	KNOWN	2	2	2
chr11	ENSEMBL	48245104	48246015	+	ENSG00000279556.1	OR4X2	protein_coding	KNOWN	3	2	2
chr11	ENSEMBL	48263861	48264778	+	ENSG00000176567.1	OR4X1	protein_coding	KNOWN	3	2	2
chr11	HAVANA	48263861	48264778	+	ENSG00000279260.1	OR4X1	polymorphic_pseudogene	KNOWN	2	2	2
chr11	ENSEMBL	55572128	55573060	+	ENSG00000181935.3	OR4C16	protein_coding	KNOWN	3	2	2
chr11	HAVANA	55572128	55573060	+	ENSG00000279514.1	OR4C16	polymorphic_pseudogene	KNOWN	2	2	2
chr11	ENSEMBL	55773438	55774382	+	ENSG00000198877.1	OR5D13	protein_coding	KNOWN	3	2	2
chr11	HAVANA	55773438	55774382	+	ENSG00000279761.1	OR5D13	polymorphic_pseudogene	KNOWN	2	2	2
chr11	HAVANA	55811367	55812476	+	ENSG00000279395.1	OR5L1	polymorphic_pseudogene	KNOWN	2	2	2
chr11	ENSEMBL	55811467	55812402	+	ENSG00000186117.3	OR5L1	protein_coding	KNOWN	3	2	2
chr11	ENSEMBL	56318307	56319245	+	ENSG00000181689.1	OR8K3	protein_coding	KNOWN	3	2	2
chr11	HAVANA	56318307	56319245	+	ENSG00000280314.1	OR8K3	polymorphic_pseudogene	KNOWN	2	2	2
chr11	HAVANA	56412696	56413680	+	ENSG00000272987.1	OR5AL1	polymorphic_pseudogene	KNOWN	2	2	2
chr11	ENSEMBL	56412744	56413668	+	ENSG00000181395.6	OR5AL1	pseudogene	KNOWN	3	2	2
chr11	ENSEMBL	56417258	56418232	-	ENSG00000174942.1	OR5R1	protein_coding	KNOWN	3	2	2
chr11	HAVANA	56417258	56418232	-	ENSG00000279961.1	OR5R1	polymorphic_pseudogene	KNOWN	2	2	2
chr11	HAVANA	56663662	56664687	+	ENSG00000172459.3	OR5AR1	polymorphic_pseudogene	KNOWN	2	2	2
chr11	ENSEMBL	56663686	56664618	+	ENSG00000279911.1	OR5AR1	protein_coding	KNOWN	3	2	2
chr11	ENSEMBL	57510559	57510644	+	ENSG00000280581.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	HAVANA	58030930	58031931	+	ENSG00000279051.2	OR6Q1	polymorphic_pseudogene	KNOWN	2	2	2
chr11	ENSEMBL	58030953	58031906	+	ENSG00000172381.4	OR6Q1	protein_coding	KNOWN	3	2	2
chr11	ENSEMBL	58214745	58215722	+	ENSG00000172774.7	OR1S1	protein_coding	KNOWN	3	2	2
chr11	HAVANA	58214745	58215723	+	ENSG00000280204.1	OR1S1	polymorphic_pseudogene	KNOWN	2	2	2
chr11	ENSEMBL	61974378	61974632	+	ENSG00000280642.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr11	ENSEMBL	62665422	62665570	+	ENSG00000206597.1	SNORA57	snoRNA	KNOWN	3	4	1
chr11	ENSEMBL	62852910	62853035	-	ENSG00000277194.1	SNORD22	snoRNA	KNOWN	3	2	1
chr11	ENSEMBL	62853663	62853732	-	ENSG00000277846.1	SNORD30	snoRNA	KNOWN	3	2	1
chr11	ENSEMBL	62854161	62854285	-	ENSG00000278527.1	SNORD22	snoRNA	NOVEL	3	2	1
chr11	ENSEMBL	62854621	62854695	-	ENSG00000274544.1	SNORD28	snoRNA	KNOWN	3	3	1
chr11	ENSEMBL	62855012	62855083	-	ENSG00000275996.1	SNORD27	snoRNA	KNOWN	3	2	1
chr11	ENSEMBL	64296037	64296138	+	ENSG00000207024.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	65445541	65445598	+	ENSG00000275948.1	mascRNA-menRNA	sRNA	NOVEL	3	2	1
chr11	HAVANA	65497762	65506516	+	ENSG00000251562.6	MALAT1	lincRNA	KNOWN	2	3	2
chr11	ENSEMBL	65502034	65503622	-	ENSG00000279576.1	MALAT1	protein_coding	KNOWN	3	3	2
chr11	ENSEMBL	65502914	65503008	+	ENSG00000278217.1	MALAT1	misc_RNA	NOVEL	3	3	2
chr11	ENSEMBL	65506117	65506173	+	ENSG00000274072.1	mascRNA-menRNA	sRNA	NOVEL	3	2	1
chr11	ENSEMBL	66164490	66164747	-	ENSG00000281025.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr11	ENSEMBL	66374138	66374435	-	ENSG00000276918.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr11	ENSEMBL	66432763	66432902	+	ENSG00000201733.1	SNORA43	snoRNA	NOVEL	3	6	1
chr11	ENSEMBL	70705167	70705269	-	ENSG00000207196.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	HAVANA	71794363	71818238	-	ENSG00000248671.6	ALG1L9P	processed_transcript	NOVEL	2	2	2
chr11	HAVANA	71800541	71804640	-	ENSG00000254978.2	ALG1L9P	transcribed_unprocessed_pseudogene	KNOWN	2	2	2
chr11	ENSEMBL	72766004	72766116	+	ENSG00000202522.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	74252414	74252552	-	ENSG00000206913.1	SNORA7	snoRNA	NOVEL	3	5	1
chr11	ENSEMBL	75835215	75835323	-	ENSG00000200256.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	75837544	75837645	-	ENSG00000199362.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	76404140	76404252	-	ENSG00000201756.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	77691650	77691751	+	ENSG00000206816.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	83386988	83387102	+	ENSG00000274004.1	H19_3	misc_RNA	NOVEL	3	2	1
chr11	ENSEMBL	86216596	86216878	+	ENSG00000276669.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr11	ENSEMBL	88099995	88100105	+	ENSG00000206690.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	88131569	88131657	+	ENSG00000277712.1	5S_rRNA	rRNA	NOVEL	3	26	1
chr11	ENSEMBL	90118391	90118461	+	ENSG00000207299.1	SNORD56	snoRNA	NOVEL	3	7	1
chr11	ENSEMBL	93719603	93719715	+	ENSG00000199875.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	93721542	93721621	+	ENSG00000275146.1	snoU2_19	snoRNA	NOVEL	3	4	1
chr11	ENSEMBL	93721797	93721866	+	ENSG00000273885.1	snoU2-30	snoRNA	NOVEL	3	2	1
chr11	ENSEMBL	93730513	93730646	-	ENSG00000207112.1	SNORA25	snoRNA	KNOWN	3	20	1
chr11	ENSEMBL	93730979	93731099	-	ENSG00000206799.1	SNORA32	snoRNA	KNOWN	3	5	1
chr11	ENSEMBL	93732004	93732133	-	ENSG00000206834.1	SNORA1	snoRNA	KNOWN	3	5	1
chr11	ENSEMBL	93732361	93732499	-	ENSG00000207304.1	SNORA8	snoRNA	KNOWN	3	5	1
chr11	ENSEMBL	93733228	93733300	-	ENSG00000239195.1	SNORD5	snoRNA	KNOWN	3	3	1
chr11	ENSEMBL	93733466	93733597	-	ENSG00000207145.1	SNORA18	snoRNA	KNOWN	3	8	1
chr11	ENSEMBL	93735111	93735236	-	ENSG00000210825.1	SNORA40	snoRNA	KNOWN	3	22	1
chr11	ENSEMBL	93827622	93827734	+	ENSG00000206911.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	95473272	95473374	-	ENSG00000201204.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	102057854	102057960	+	ENSG00000274097.1	5S_rRNA	rRNA	NOVEL	3	26	1
chr11	ENSEMBL	105352670	105352956	-	ENSG00000278640.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr11	ENSEMBL	108084913	108085014	+	ENSG00000200855.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	108229503	108229604	-	ENSG00000206967.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	109263494	109263564	-	ENSG00000264997.1	SNORD39	snoRNA	NOVEL	3	4	1
chr11	ENSEMBL	114527129	114527232	+	ENSG00000238724.1	snoU13	snoRNA	NOVEL	3	34	1
chr11	ENSEMBL	115128218	115128373	-	ENSG00000252870.1	ACA59	snoRNA	NOVEL	3	3	1
chr11	ENSEMBL	115627082	115627185	-	ENSG00000239153.1	snoU13	snoRNA	NOVEL	3	34	1
chr11	ENSEMBL	117263799	117263952	+	ENSG00000252992.1	SCARNA11	scaRNA	NOVEL	3	4	1
chr11	ENSEMBL	118067237	118067539	+	ENSG00000272075.2	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr11	ENSEMBL	118836010	118836111	+	ENSG00000201535.2	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	118970498	118970595	+	ENSG00000222529.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	118994334	118994630	+	ENSG00000280502.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr11	ENSEMBL	119323293	119323409	-	ENSG00000252119.1	ACA64	snoRNA	NOVEL	3	6	1
chr11	HAVANA	119338934	119346673	-	ENSG00000259159.4	MFRP	protein_coding	NOVEL	2	2	2
chr11	HAVANA	119341168	119346673	-	ENSG00000235718.6	MFRP	protein_coding	KNOWN	2	2	2
chr11	ENSEMBL	120365666	120365963	+	ENSG00000274303.1	7SK	misc_RNA	NOVEL	3	13	1
chr11	ENSEMBL	122726208	122726311	-	ENSG00000239079.1	snoU13	snoRNA	NOVEL	3	34	1
chr11	ENSEMBL	123301390	123301523	+	ENSG00000200496.1	U8	snoRNA	NOVEL	3	22	1
chr11	HAVANA	124319238	124320288	-	ENSG00000279116.1	OR8D2	polymorphic_pseudogene	KNOWN	2	2	2
chr11	ENSEMBL	124319262	124320197	-	ENSG00000197263.3	OR8D2	protein_coding	KNOWN	3	2	2
chr11	HAVANA	124423904	124424893	-	ENSG00000280090.1	OR8B4	polymorphic_pseudogene	KNOWN	2	2	2
chr11	ENSEMBL	124423942	124424871	-	ENSG00000198657.5	OR8B4	protein_coding	KNOWN	3	2	2
chr11	ENSEMBL	129030459	129030572	+	ENSG00000206847.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr11	ENSEMBL	130114251	130114335	-	ENSG00000274197.1	U4	snRNA	NOVEL	3	8	1
chr11	ENSEMBL	130310180	130310476	+	ENSG00000272412.2	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr12	HAVANA	14522	32015	-	ENSG00000226210.3	WASH7P	unprocessed_pseudogene	KNOWN	2	2	1
chr12	ENSEMBL	3124777	3125063	+	ENSG00000278469.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr12	ENSEMBL	6234345	6234455	-	ENSG00000202318.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	6510222	6510551	+	ENSG00000239002.3	SCARNA10	snoRNA	KNOWN	3	2	2
chr12	HAVANA	6510275	6510522	+	ENSG00000276232.1	SCARNA10	sense_intronic	KNOWN	2	2	2
chr12	ENSEMBL	6581474	6581609	-	ENSG00000251898.1	SCARNA11	scaRNA	KNOWN	3	4	1
chr12	ENSEMBL	6722041	6722287	+	ENSG00000280974.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr12	ENSEMBL	7784403	7784511	-	ENSG00000201549.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	7800361	7800467	-	ENSG00000199912.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	7850717	7850818	-	ENSG00000201663.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	7856169	7856471	+	ENSG00000278459.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr12	ENSEMBL	7976259	7976360	+	ENSG00000206636.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	8592476	8592585	+	ENSG00000238943.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	8597509	8597640	+	ENSG00000252727.1	SCARNA11	scaRNA	NOVEL	3	4	1
chr12	ENSEMBL	9286673	9286822	-	ENSG00000212440.1	SNORA75	snoRNA	NOVEL	3	8	1
chr12	ENSEMBL	9445058	9445205	+	ENSG00000212432.1	SNORA75	snoRNA	NOVEL	3	8	1
chr12	ENSEMBL	17710934	17711046	+	ENSG00000206662.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	27752874	27752986	+	ENSG00000252585.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	27824207	27824382	-	ENSG00000274075.1	uc_338	misc_RNA	NOVEL	3	36	1
chr12	ENSEMBL	31076867	31077016	-	ENSG00000212533.1	SNORA75	snoRNA	NOVEL	3	8	1
chr12	ENSEMBL	31506303	31506404	-	ENSG00000201228.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	31811088	31811190	+	ENSG00000252204.1	SNORA25	snoRNA	NOVEL	3	20	1
chr12	ENSEMBL	32396050	32396147	-	ENSG00000207176.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	32705403	32705506	-	ENSG00000201563.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	33982465	33982566	-	ENSG00000201624.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	34205699	34205817	+	ENSG00000272435.1	5S_rRNA	rRNA	NOVEL	3	26	1
chr12	ENSEMBL	38150050	38150138	+	ENSG00000274293.1	pRNA	misc_RNA	NOVEL	3	9	1
chr12	ENSEMBL	38274448	38274549	-	ENSG00000253016.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	39819750	39819883	-	ENSG00000199571.1	SNORA22	snoRNA	NOVEL	3	4	1
chr12	ENSEMBL	42347061	42347214	-	ENSG00000252917.1	SNORA74	snoRNA	NOVEL	3	7	1
chr12	ENSEMBL	42454720	42454821	+	ENSG00000207142.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	44880868	44880969	-	ENSG00000201788.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	47346166	47346297	-	ENSG00000199566.1	SNORA64	snoRNA	NOVEL	3	6	1
chr12	ENSEMBL	48809911	48810016	+	ENSG00000207467.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	48927939	48928033	-	ENSG00000281789.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	49132853	49132947	-	ENSG00000200309.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	49196784	49197062	+	ENSG00000274017.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr12	ENSEMBL	50743568	50743684	+	ENSG00000200428.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	50939927	50940026	-	ENSG00000199740.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	51014134	51014241	-	ENSG00000272028.1	U6	snRNA	NOVEL	3	34	1
chr12	ENSEMBL	51156868	51156977	-	ENSG00000200953.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	HAVANA	52079696	52108261	+	ENSG00000257542.4	OR7E47P	transcribed_unprocessed_pseudogene	KNOWN	1	2	2
chr12	HAVANA	52084744	52092285	+	ENSG00000272724.1	OR7E47P	sense_intronic	NOVEL	2	2	2
chr12	ENSEMBL	53408146	53408400	-	ENSG00000280756.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr12	ENSEMBL	53464720	53464901	+	ENSG00000273658.1	uc_338	misc_RNA	NOVEL	3	36	1
chr12	ENSEMBL	54099191	54099302	-	ENSG00000202146.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	55731264	55731531	-	ENSG00000258045.2	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr12	HAVANA	56116586	56117943	+	ENSG00000229117.7	RPL41	protein_coding	KNOWN	2	2	1
chr12	ENSEMBL	56861375	56861508	+	ENSG00000212383.1	SNORA48	snoRNA	NOVEL	3	13	1
chr12	ENSEMBL	60341824	60341941	-	ENSG00000252607.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	60363822	60363935	+	ENSG00000251822.1	SNORA19	snoRNA	NOVEL	3	4	1
chr12	ENSEMBL	62393607	62393880	-	ENSG00000275881.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr12	ENSEMBL	62935701	62935802	+	ENSG00000252660.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	64355762	64355865	-	ENSG00000238440.1	snoU13	snoRNA	NOVEL	3	34	1
chr12	ENSEMBL	68575858	68576136	-	ENSG00000274459.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr12	ENSEMBL	70906917	70907018	+	ENSG00000207387.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	71639355	71639483	+	ENSG00000212461.1	SNORA17	snoRNA	NOVEL	3	7	2
chr12	ENSEMBL	73764279	73764413	-	ENSG00000201809.1	U8	snoRNA	NOVEL	3	22	1
chr12	ENSEMBL	75689152	75689304	-	ENSG00000251893.2	SNORA70	snoRNA	NOVEL	3	30	1
chr12	ENSEMBL	84183324	84183448	-	ENSG00000221148.1	SNORA3	snoRNA	NOVEL	3	5	1
chr12	ENSEMBL	88430442	88430550	+	ENSG00000199245.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr12	ENSEMBL	91632912	91633023	-	ENSG00000274647.1	DLEU2_6	misc_RNA	NOVEL	3	3	1
chr12	HAVANA	91984976	92142914	-	ENSG00000257242.5	C12orf79	protein_coding	KNOWN	1	3	3
